id,district_name,country_name,id,load_id,source_emlak_id,age,price,createdate,updateddate,maplocation_lon,maplocation_lat,city_id,country_id,district_id,sqm_netsqm,room,livingroom,floor_count,detaildescription,is_furnished,is_gaz,is_furnished,price,sqm_netsqm,sqm_price
1124,Deniz,Muratpa?a,1124,3,39762378,35,17000,16:22.8,00:00.0,30.6925898,36.88656383,7,2039,11041,65,1,1,3,ANTALYA MURATPA?A DEN?Z MAHALLES?NDE E?YALI K?RALIK DA?RE hepsiemlak'ta! Antalya Muratpa?a Deniz Emlak??dan Kiral?k 70 m2 1+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,17000,65,261
1527,G?venlik,Muratpa?a,1527,3,39889815,33,7000,36:17.8,02:10.5,30.68270674,36.89974834,7,2039,11051,140,3,1,8,Memur Kefilli G?venlikde Asasorl? 8 Kat 3+1 Kameral? G?venlikli Daire hepsiemlak'ta! Antalya Muratpa?a G?venlik Emlak??dan Kiral?k 145 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,7000,140,50
537,K?z?ltoprak,Muratpa?a,537,3,39749491,32,12000,09:58.8,00:00.0,30.71834311,36.89022375,7,2039,11163,139,3,1,6,MEVLANA CADDE S? ?ZER?NDE K?RALIK 3+1DA?RE hepsiemlak'ta! Antalya Muratpa?a K?z?ltoprak Emlak??dan Kiral?k 165 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,12000,139,86
116,??gen,Muratpa?a,116,1,39716349,32,6500,43:45.0,02:24.7,30.6948316,36.89588545,7,2039,11060,85,2,1,4,??gende Memura veya kefili olana Kiral?k Boyal? Bak?ml? 2+1 Daire 85m2 G?ney Cephe 1. Kat hepsiemlak'ta! Antalya Muratpa?a ??gen Emlak??dan Kiral?k 95 m2 2+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,6500,85,76
158,Deniz,Muratpa?a,158,3,39847774,31,8000,55:21.9,48:48.4,30.69463804,36.88585557,7,2039,11041,90,2,1,4,ANTALYA'NIN KALB?NDE KA?IRILMAYACAK K?RALIK FIRSAT DA?RE hepsiemlak'ta! Antalya Muratpa?a Deniz Emlak??dan Kiral?k 110 m2 2+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,8000,90,88
393,Varl?k,Muratpa?a,393,3,39663439,31,10000,52:58.8,00:00.0,30.68185197,36.88868676,7,2039,11040,150,2,1,9,2+1 merkezi konumda 150 m2 kiralik daire hepsiemlak'ta! Antalya Muratpa?a Varl?k Emlak??dan Kiral?k 170 m2 2+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,10000,150,66
395,Yeni,Kepez,395,3,39556651,31,8500,12:45.7,14:22.9,30.71412232,36.92152889,7,2037,11091,150,3,1,4,Kiral?k bo? geni? ferah g?ne? al?r daire hepsiemlak'ta! Antalya Kepez Yeni Sahibinden Kiral?k 180 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,8500,150,56
1473,G?venlik,Muratpa?a,1473,3,39895198,30,10000,29:35.2,44:53.0,30.68610688,36.9017323,7,2039,11051,130,3,1,7,Muratpa?a G?venlik Mah Kiral?k Daire hepsiemlak'ta! Antalya Muratpa?a G?venlik Emlak??dan Kiral?k 140 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,10000,130,76
1114,??gen,Muratpa?a,1114,3,39584876,30,10000,27:37.7,00:00.0,30.69761037,36.89316238,7,2039,11060,100,3,1,3,??gen Mahallesinde E?yal? Kiral?k 3+1 Daire hepsiemlak'ta! Antalya Muratpa?a ??gen Emlak??dan Kiral?k 120 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,10000,100,100
1062,Toros,Konyaalt?,1062,3,39793411,30,20000,25:07.9,13:19.1,30.64635034,36.88070989,7,2038,11074,130,3,1,8,sahibinden kiral?k daire hepsiemlak'ta! Antalya Konyaalt? Toros Sahibinden Kiral?k 150 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,20000,130,153
261,Deniz,Muratpa?a,261,3,39825979,30,15000,52:16.8,00:20.4,30.69649948,36.88571258,7,2039,11041,130,3,1,8,KONYAALTI CADDES?NDE DEN?Z MANZARALI 3+1 K?RALIK DA?RE hepsiemlak'ta! Antalya Muratpa?a Deniz Emlak??dan Kiral?k 145 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,15000,130,115
521,Toros,Konyaalt?,521,3,39728828,30,33000,56:13.6,00:00.0,30.64836172,36.88130131,7,2038,11074,130,3,1,8,"Konyaalt? Toros'da Site ??i, Tam E?yal? 3+1 Daire hepsiemlak'ta! Antalya Konyaalt? Toros Emlak??dan Kiral?k 150 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!",TRUE,,TRUE,33000,130,253
1373,G?venlik,Muratpa?a,1373,3,39638400,30,12000,22:03.2,00:00.0,30.68308508,36.89916406,7,2039,11051,140,3,1,4,MESUT EMLAKTAN MEDSTAR HASTANES? YAKINI E?YALI 3+1 K?RALIK DA?RE hepsiemlak'ta! Antalya Muratpa?a G?venlik Emlak??dan Kiral?k 145 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,12000,140,85
195,Deniz,Muratpa?a,195,1,39806211,30,21500,21:01.1,37:06.2,30.69449798,36.88523339,7,2039,11041,145,3,1,8,KONYAALTI CAD.DE DEN?Z MANZARALI L?KS 3+1 ?KAMET ?ZN? ???N UYGUN K?RALIK hepsiemlak'ta! Antalya Muratpa?a Deniz Emlak??dan Kiral?k 155 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,21500,145,148
99,Varl?k,Muratpa?a,99,3,39861725,30,7000,10:09.3,16:41.6,30.68051939,36.88889747,7,2039,11040,100,3,1,7,VARLIK MAH.100.YIL CADDES?NDE K?RALIK DA?RE hepsiemlak'ta! Antalya Muratpa?a Varl?k Emlak??dan Kiral?k 110 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,7000,100,70
696,Alt?nda?,Muratpa?a,696,1,39436101,30,7500,14:19.4,00:00.0,30.6930124,36.88897508,7,2039,11042,150,3,1,6,ALTINDA? MAHALLES? MERKEZ? KONUM ASANS?RL? BO? VE GEN?? K?RALIK 3+1 DA?RE hepsiemlak'ta! Antalya Muratpa?a Alt?nda? Emlak??dan Kiral?k 160 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,7500,150,50
878,Deniz,Muratpa?a,878,3,39835940,30,15000,16:47.1,26:28.1,30.69283637,36.88812346,7,2039,11041,110,2,1,5,MURATPA?A DEN?Z MAHALLES? DEN?ZE YAKIN E?YALI K?RALIK 2+1 DA?RE hepsiemlak'ta! Antalya Muratpa?a Deniz Emlak??dan Kiral?k 120 m2 2+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,15000,110,136
240,K?z?lsaray,Muratpa?a,240,3,39833271,30,14000,37:36.8,11:54.2,30.69865369,36.89272485,7,2039,11180,100,2,1,4,ANTALYADA HAR?KA B?R K?RALIK ! (E?YALI) hepsiemlak'ta! Antalya Muratpa?a K?z?lsaray Emlak??dan Kiral?k 120 m2 2+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,14000,100,140
15,Meltem,Muratpa?a,15,3,39800492,30,18000,51:46.5,10:57.7,30.67046325,36.89142891,7,2039,11166,140,3,1,15,"MELTEM MAH. ASYA S?T. KOMB?L? ?OK G?ZEL K?RALIK DA?RE,15/2'S?, 3+1, 150 M./YABANCIYA DA UYGUN hepsiemlak'ta! Antalya Muratpa?a Meltem Emlak??dan Kiral?k 150 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!",FALSE,,FALSE,18000,140,128
381,Gen?lik,Muratpa?a,381,3,39868698,30,7250,04:02.4,45:52.8,30.71058074,36.8766365,7,2039,11043,55,1,1,4,"GEN?L?K MAH.'DE, 1+1 60 M2, E?YALIK?RALIK DA?RE.... hepsiemlak'ta! Antalya Muratpa?a Gen?lik Emlak??dan Kiral?k 60 m2 1+1 Daire ilan?n?n detaylar? i?in t?klay?n!",TRUE,,TRUE,7250,55,131
67,Siteler,Konyaalt?,67,3,39540859,30,10500,39:49.7,57:41.2,30.63244609,36.89455234,7,2038,11169,140,3,1,4,UNCALI-S?TELER MAH.S?TE ???NDE KATTA 3+1 K?RALIK DA?RE hepsiemlak'ta! Antalya Konyaalt? Siteler Emlak??dan Kiral?k 150 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,10500,140,75
630,Ulus,Kepez,630,3,39822811,30,8000,20:26.2,14:08.2,30.687671,36.91077,7,2037,11053,130,3,1,3,DOKUMA ULUSTA ARAKATTA K?RALIK DA?RE hepsiemlak'ta! Antalya Kepez Ulus Emlak??dan Kiral?k 140 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,8000,130,61
35,Y?kseli?,Kepez,35,3,39854631,30,6750,43:47.0,22:42.8,30.693512,36.912888,7,2037,11070,115,3,1,3,?ZBEK EML?K ?N?AAT ANTALYA KEPEZ Y?KSEL?? MAH K?RALIK 3+1 DA?RE hepsiemlak'ta! Antalya Kepez Y?kseli? Emlak??dan Kiral?k 145 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,6750,115,58
1413,Ha?imi?can,Muratpa?a,1413,3,39613272,30,13000,00:10.8,00:00.0,30.70972381,36.88480727,7,2039,11113,100,2,1,2,2+1 ?ehir merkezinde kiral?k daireMark antalyaya 200 m2 Muratpa?a hepsiemlak'ta! Antalya Muratpa?a Ha?imi?can Emlak??dan Kiral?k 120 m2 2+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,13000,100,130
1458,Meltem,Muratpa?a,1458,3,39887224,30,12500,53:01.4,14:54.2,30.67255305,36.89318741,7,2039,11166,90,3,1,8,MELTEM BULVARINDA 3+1 MOB?LYALI hepsiemlak'ta! Antalya Muratpa?a Meltem Emlak??dan Kiral?k 120 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,12500,90,138
151,Sedir,Muratpa?a,151,3,39860248,30,7000,27:59.8,19:23.5,30.68488436,36.90447055,7,2039,11052,130,3,1,4,Kiral?k Daire Sedir Mah 145 m? hepsiemlak'ta! Antalya Muratpa?a Sedir Emlak??dan Kiral?k 145 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,7000,130,53
1037,Meltem,Muratpa?a,1037,3,39617412,30,25000,16:49.0,59:24.8,30.67341815,36.89140149,7,2039,11166,150,3,1,9,MELTEM'DE E?YALI 3+1 K?RALIK DA?RE hepsiemlak'ta! Antalya Muratpa?a Meltem Emlak??dan Kiral?k 175 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,25000,150,166
379,Bah?elievler,Muratpa?a,379,3,39872300,30,15000,36:53.5,47:59.3,30.69085195,36.88685001,7,2039,11039,85,2,1,4,Bah?elievler 2+1 wonderful location! (available for residance permit) Please read explanation! hepsiemlak'ta! Antalya Muratpa?a Bah?elievler Emlak??dan Kiral?k 90 m2 2+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,15000,85,176
778,Bah?elievler,Muratpa?a,778,1,39421929,30,25000,25:07.4,00:00.0,30.68371292,36.8838923,7,2039,11039,180,3,1,7,KONYAALTI CADDES?NDE ?OK GEN?? FULL DEN?Z MANZARALI K?RALIK hepsiemlak'ta! Antalya Muratpa?a Bah?elievler Emlak??dan Kiral?k 220 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,25000,180,138
349,Elmal?,Muratpa?a,349,3,39833599,28,10000,18:29.6,37:32.5,30.70436005,36.88811251,7,2039,11109,125,2,1,4,ANTALYA MURATPA?A ELMALI MAH.CENG?Z TOYTUN? CAD.?ZER? K?RALIK 2+1 DA?RE hepsiemlak'ta! Antalya Muratpa?a Elmal? Emlak??dan Kiral?k 135 m2 2+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,10000,125,80
246,?ayba??,Muratpa?a,246,3,39837777,28,10000,36:40.4,58:51.2,30.720795,36.888265,7,2039,11184,155,3,1,4,Muratpa?a ?ayba?? Mah Kiral?k Daire hepsiemlak'ta! Antalya Muratpa?a ?ayba?? Emlak??dan Kiral?k 170 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,10000,155,64
999,Gen?lik,Muratpa?a,999,3,39815576,28,13000,36:07.9,51:08.5,30.71157165,36.87614519,7,2039,11043,120,2,1,6,I??klar Caddesinde full m?pleli 2+1 120m2 13bintl hepsiemlak'ta! Antalya Muratpa?a Gen?lik Emlak??dan Kiral?k 130 m2 2+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,13000,120,108
1621,G?zeloba,Muratpa?a,1621,3,39877258,28,12000,25:24.4,31:04.1,30.80381367,36.85074677,7,2039,11047,110,2,1,2,LARA ?rnekk?y de m?bleli dublex hepsiemlak'ta! Antalya Muratpa?a G?zeloba Emlak??dan Kiral?k 130 m2 2+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,12000,110,109
993,G?rsu,Konyaalt?,993,3,39720547,28,14000,28:40.2,10:54.1,30.62730948,36.87140533,7,2038,11036,80,2,1,10,ANTALYA KONYAALTI G?RSU MAHALLES? S?DE S?TES? 2+1 kiral?k DA?RE hepsiemlak'ta! Antalya Konyaalt? G?rsu Emlak??dan Kiral?k 90 m2 2+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,14000,80,175
1174,G?zeloba,Muratpa?a,1174,3,39410027,27,175000,43:38.7,00:00.0,30.80127712,36.84874642,7,2039,11047,440,5,3,4,DEN?ZE SIFIR ?ZEL PLAJ VE HAVUZLU MARTILI S?TES?NDE K?RALIK V?LLA hepsiemlak'ta! Antalya Muratpa?a G?zeloba Emlak??dan Kiral?k 450 m2 5+3 Villa ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,175000,440,397
272,K??la,Muratpa?a,272,3,39838603,27,38000,58:49.8,59:59.8,30.69915802,36.88577201,7,2039,11108,150,3,1,7,KALE??? VE DEN?Z MANZARALI 3+1 E?YALI K?RALIK DA?RE hepsiemlak'ta! Antalya Muratpa?a K??la Emlak??dan Kiral?k 160 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,38000,150,253
1474,Zerdalilik,Muratpa?a,1474,3,39898486,27,20000,18:36.6,56:25.4,30.715762,36.883366,7,2039,11044,150,3,1,10,ZERDAL?L?K/BURHANETT?N ONAT'TA 3+1 ARAKAT E?YALI K?RALIK DA?RE hepsiemlak'ta! Antalya Muratpa?a Zerdalilik Emlak??dan Kiral?k 165 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,20000,150,133
1073,Tah?lpazar?,Muratpa?a,1073,1,39755677,27,6000,15:15.4,01:30.3,30.70684219,36.89113238,7,2039,11110,80,2,1,4,BALBEY MAH TRAMVAY YAKINI ARA KATDA 2+1 hepsiemlak'ta! Antalya Muratpa?a Tah?lpazar? Sahibinden Kiral?k 90 m2 2+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,6000,80,75
247,Liman,Konyaalt?,247,1,39796091,26,12000,10:28.7,26:23.7,30.6175358,36.85390714,7,2038,11034,125,3,1,8,Kiral?k Daire 3+1 Liman Mah Konyaalt? Antalya Mobilyal? veya E?yas?z hepsiemlak'ta! Antalya Konyaalt? Liman Emlak??dan Kiral?k 140 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,12000,125,96
1649,Gen?lik,Muratpa?a,1649,3,39287538,26,12000,36:33.9,45:39.3,30.7120238,36.87567955,7,2039,11043,140,3,1,5,I?IKLAR'DA MERKEZ? KONUMDA 3+1 E?YALI K?RALIK DA?RE hepsiemlak'ta! Antalya Muratpa?a Gen?lik Emlak??dan Kiral?k 150 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,12000,140,85
745,G?zeloba,Muratpa?a,745,3,39814522,26,20000,22:39.8,23:16.9,30.80572173,36.85079796,7,2039,11047,160,4,1,3,G?ZELOBA LARA CADDES? SERA OTEL YANINDA E?YALI 4+1 DUBLEKS hepsiemlak'ta! Antalya Muratpa?a G?zeloba Emlak??dan Kiral?k 185 m2 4+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,20000,160,125
784,Ye?iltepe,Kepez,784,3,39752050,26,7000,13:12.4,21:00.5,30.67658252,36.91593417,7,2037,11055,130,3,1,3,KEPEZ DOKUMA YE??LTEPE MAHALLES?NDE KATTA K?RALIK 3+1 hepsiemlak'ta! Antalya Kepez Ye?iltepe Emlak??dan Kiral?k 145 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,7000,130,53
345,Avni Tolunay,Kepez,345,3,39814524,26,7000,23:43.4,24:12.9,30.63142542,36.90033415,7,2037,11106,150,3,1,1,KEPEZ AVN?TOLUNAY'DA BAH?EL? M?STAK?L 3+1 hepsiemlak'ta! Antalya Kepez Avni Tolunay Emlak??dan Kiral?k 160 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,7000,150,46
1170,Zafer,Kepez,1170,3,39789013,26,10000,55:53.2,14:08.3,30.691169,36.916057,7,2037,11208,140,3,1,3,DOKUMA ZAFER MAHALLES?NDE MEMOR?ALA TRAMVAYA YAKIN ARA KATTA 3+1 hepsiemlak'ta! Antalya Kepez Zafer Emlak??dan Kiral?k 145 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,10000,140,71
1055,Zerdalilik,Muratpa?a,1055,3,39829740,26,17500,48:14.9,48:43.5,30.71733724,36.88239307,7,2039,11044,135,3,1,4,B.ONAT E?YALI K?RALIK 3+1 DA?RE hepsiemlak'ta! Antalya Muratpa?a Zerdalilik Emlak??dan Kiral?k 160 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,17500,135,129
966,Varl?k,Muratpa?a,966,3,39844991,26,15000,00:12.7,26:55.9,30.68377475,36.88783377,7,2039,11040,70,2,1,5,VARLIK MAHALLES?'NDE E?YALI K?RALIK 2+1 DA?RE !!! hepsiemlak'ta! Antalya Muratpa?a Varl?k Emlak??dan Kiral?k 80 m2 2+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,15000,70,214
1422,Bah?elievler,Muratpa?a,1422,3,39683867,26,15000,36:03.1,00:00.0,30.69042295,36.88714397,7,2039,11039,125,3,1,4,BAH?EL?EVLER mh'de FULL E?YALI K?RALIK 3+1 hepsiemlak'ta! Antalya Muratpa?a Bah?elievler Emlak??dan Kiral?k 135 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,15000,125,120
802,?zg?rl?k,Kepez,802,3,39852165,26,9000,17:54.4,21:35.3,30.68602372,36.91496904,7,2037,11054,90,2,1,3,DOKUMA ?ZD?LEK YAKININDA E?YALI K?RALIK DA?RE hepsiemlak'ta! Antalya Kepez ?zg?rl?k Emlak??dan Kiral?k 100 m2 2+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,9000,90,100
1503,Meltem,Muratpa?a,1503,3,39883020,26,20000,44:53.2,07:07.1,30.66672218,36.89007785,7,2039,11166,150,3,1,12,Kiral?k For Rent Flat Meltem Antalya Turkey ¿ÂÌ‰‡  ‚‡ÚË‡ Meltem ¿ÌÚ‡ÎËˇ “ÛˆËˇ hepsiemlak'ta! Antalya Muratpa?a Meltem Sahibinden Kiral?k 160 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,20000,150,133
724,Bay?nd?r,Muratpa?a,724,3,39552483,25,8500,38:15.3,32:24.1,30.6709302,36.89777023,7,2039,11057,200,5,1,4,Bay?nd?rda 5+1 240m2 2.kat (iki daire birle?imi) hepsiemlak'ta! Antalya Muratpa?a Bay?nd?r Emlak??dan Kiral?k 210 m2 5+1 Daire ilan?n?n detaylar? i?in t?klay?n!,FALSE,,FALSE,8500,200,42
1155,Varl?k,Muratpa?a,1155,3,39702217,25,9000,10:13.9,49:43.7,30.68267473,36.89028916,7,2039,11040,110,2,1,5,VARLIK MAHALLES?NDE K?RALIK E?YALI DA?RE hepsiemlak'ta! Antalya Muratpa?a Varl?k Emlak??dan Kiral?k 120 m2 2+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,9000,110,81
1507,Hurma,Konyaalt?,1507,3,39883365,25,9000,47:14.2,53:48.3,30.60140918,36.85510715,7,2038,11035,120,3,1,3,"ANTALYA KONYAALTI, HURMADA S?TE ???, 3+1 K?RALIK DA?RE hepsiemlak'ta! Antalya Konyaalt? Hurma Emlak??dan Kiral?k 135 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!",FALSE,,FALSE,9000,120,75
180,G?rsu,Konyaalt?,180,3,39848099,25,22500,31:55.7,51:15.5,30.62509413,36.86126789,7,2038,11036,140,3,1,11,FURNISHED 3+1 FLAT FOR RENT IN KONYAALTI G?RSU NEIGHBORHOOD hepsiemlak'ta! Antalya Konyaalt? G?rsu Emlak??dan Kiral?k 150 m2 3+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,22500,140,160
1383,?a?layan,Muratpa?a,1383,3,39636961,25,40000,11:26.1,57:14.6,30.78048773,36.85423901,7,2039,11046,135,2,1,11,SEDA AFYONCUDAN DEN?Z VE PARK MANZARALI S?TE ???NDE TEM?Z E?YALI 2+1 hepsiemlak'ta! Antalya Muratpa?a ?a?layan Emlak??dan Kiral?k 160 m2 2+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,40000,135,296
1021,Yeni Do?an,Kepez,1021,3,39682728,25,10000,28:29.6,21:30.9,30.66443676,36.91619504,7,2037,11082,90,2,1,13,10.000bin yabanciya.mobilyali otagar altinda hepsiemlak'ta! Antalya Kepez Yeni Do?an Emlak??dan Kiral?k 110 m2 2+1 Daire ilan?n?n detaylar? i?in t?klay?n!,TRUE,,TRUE,10000,90,111
