PriceOfSqwMeter	NumberOfRooms	RealtyProposalID	GpsLongitude	GpsLatitude
43258	1	724623608	46.110892	51.495622
30851	1	724762110	46.013004914	51.6049629546
51282	1	725457659	45.993186	51.60142
48484	1	725650614	46.0211066614	51.5388570044
47368	1	726194262	46.050202	51.526032
26923	1	726220689	46.135763	51.472543
35156	1	726425088	46.056301	51.551084
37931	1	726617763	46.003076	51.602444
35312	1	726771080	45.971599	51.604335
38636	1	726827557	45.924186	51.497164
41379	1	726950000	46.017476	51.611651
30000	1	727220957	46.012266	51.605605
35833	1	727337579	46.142072	51.467936
35111	1	727708919	46.0275642355	51.5610153372
28888	1	727777254	45.969856	51.604396
35283	1	727879108	46.000381	51.604262
49977	1	728375327	46.076226	51.576072
40000	1	728652332	45.990311	51.599787
36363	1	728697809	46.012724	51.567742
33775	1	728707488	45.9668050344	51.5772214112
40327	1	728752262	46.02301	51.519044
36000	1	728812169	45.909885	51.477743
40000	1	728958381	46.122624	51.49122
36842	1	729251758	46.121923	51.472761
34459	1	729854848	46.071357	51.580756
37828	1	729873103	45.9753	51.601818
33139	1	730340323	46.149223	51.478724
35106	1	730618427	46.118141	51.475331
28000	1	730840017	45.972605	51.594847
39361	1	730892715	46.091291	51.499216
51466	1	731469007	46.076226	51.576072
45370	1	731771620	46.0180279123	51.5452317965
37142	1	731826379	46.00233	51.60561
50094	1	732239212	46.06868	51.5751719267
26666	1	732505525	45.9130727692	51.4601263977
30645	1	732557339	46.076504	51.409266
29729	1	732593119	46.03785	51.390291
60000	1	732596938	46.002573	51.518382
38750	1	733147323	46.0176530695	51.6094092947
41114	1	733164760	46.125813	51.474848
35576	1	733535826	46.010559	51.577213
35639	1	733609527	45.938047	51.501409
58333	1	733924619	46.1081587275	51.5030813088
48611	1	734517235	45.978399	51.583577
69565	1	734561563	46.013604	51.536778
58955	1	734632694	46.058044	51.529366
66428	1	735270813	46.013604	51.536778
45312	1	735350618	45.983663	51.527942
40322	1	735491630	46.018976	51.611886
42187	1	735728657	45.951216	51.511073
45588	1	735924138	45.985182	51.50979
44776	1	736312162	46.126181	51.481108
44516	1	736404126	45.9734555016	51.5952335712
37777	1	736450383	45.936358	51.495617
41555	1	736555879	46.065644	51.530632
70000	1	736970232	45.999644	51.525611
42622	1	737203229	46.073908	51.582446
62500	1	737362139	46.119309	51.489914
27906	1	737448171	46.162788	51.477978
38333	1	738085855	46.142719	51.470287
40000	1	738116766	45.970557	51.56847
49107	1	738134902	45.999851	51.557244
39772	1	738853976	45.976998	51.599099
48837	1	738900709	46.118474	51.489252
30645	1	738905333	45.957585	51.510546
37037	1	739052176	46.003364	51.527819
50065	1	739371772	46.095441	51.498773
35140	1	739688885	46.161135	51.478657
48108	1	739870001	46.075651	51.575825
37821	1	739874990	45.998881	51.544839
53225	1	740323171	45.989431	51.520136
59375	1	740544966	46.064179	51.568179
45000	1	740612125	45.956004	51.498314
57000	1	741260024	46.059257	51.528122
55312	1	741331873	46.012544	51.533411
37735	1	741420488	46.129289	51.489415
35294	1	741788728	46.034158	51.533103
47435	1	742122136	45.976998	51.599099
34423	1	742205244	45.935541	51.497428
44375	1	743161025	46.132263	51.486252
37037	1	743218891	45.988317	51.50965
32608	1	743573616	45.9157964259	51.4695054962
49122	1	743955157	45.990652	51.562765
30000	1	743965610	45.908403	51.475914
34090	1	744286631	45.912041	51.466657
28771	1	744379652	46.1269	51.485674
56574	1	744509455	46.03078	51.528525
73695	1	744958858	46.0206039039	51.5442114547
36750	1	745078779	46.03599	51.396045
52556	1	745097805	46.0484845093	51.5339022482
33750	1	745112925	46.000112	51.59803
39473	1	745121574	46.001118	51.5983964541
29000	1	745232593	46.1481	51.449513
50526	1	745233598	46.10941	51.493234
72992	1	745557581	46.037077	51.533512
34321	1	745726557	45.96947	51.516488
32000	1	746134347	45.926225	51.597946
52631	1	746238358	46.010676	51.525331
33415	1	746326488	46.0050090847	51.5470430699
42187	1	746471287	46.071574037	51.5769889251
34181	1	747207333	46.127825	51.47293
38571	1	747277517	45.956615	51.549364
36585	1	747682033	46.017225	51.604061
39130	1	747790103	45.956615	51.549364
34210	1	747820593	45.929648	51.504929
40425	1	748480803	46.0469445327	51.5272209473
38428	1	748746381	45.955771	51.580521
78000	1	748767856	46.050606	51.526923
39062	1	749029670	45.983942	51.603619
65666	1	749117709	45.994371	51.601264
62857	1	749327404	46.046375	51.529735
42741	1	749671447	46.116875	51.472481
33750	1	749867984	46.000938	51.608194
47777	1	749934877	46.034158	51.533103
36170	1	750200413	46.120082	51.493985
49980	1	750387944	46.004334	51.523611
67307	1	750438682	45.9945497248	51.5225284062
47000	1	750569736	45.9821493009	51.5257782053
34146	1	750654536	45.954998	51.498146
39449	1	750728085	46.120971	51.497276
38888	1	750813126	46.008996	51.520007
30217	1	751234961	45.967862	51.598293
42000	1	751247725	45.991676	51.509997
26027	1	751648747	45.938909	51.586722
32954	1	751682714	46.116021	51.499985
27777	1	751796947	45.90772	51.597566
25714	1	751866633	46.034158	51.533103
48888	1	752057439	45.970997	51.524351
30023	1	752570384	45.980106	51.613569
39655	1	752885367	45.9533	51.51095
43750	1	753265206	46.030304	51.542497
33980	1	753408423	46.012266	51.605605
53448	1	753429541	46.010002	51.575417
35000	1	753483809	46.091866	51.501448
43023	1	753683353	46.0593302103	51.5322892886
68503	1	753920037	46.056391	51.527886
66153	1	753985649	46.010676	51.525331
39814	1	754062049	46.066443	51.575523
54615	1	754068412	46.124178	51.480076
28997	1	754134824	46.075822	51.576799
36153	1	754212443	45.973333	51.585586
35681	1	754305205	45.962948	51.59055
46250	1	754464205	46.118842	51.496318
44444	1	754673872	45.9226891019	51.5880903353
31000	1	754748571	46.007999	51.604609
31666	1	755041526	46.020944	51.600833
25000	1	755085778	45.9127248199	51.6064601689
70192	1	755136542	46.004424	51.526452
36567	1	755172931	46.12478	51.489353
33875	1	755208414	46.000112	51.59803
32812	1	755402242	45.973333	51.585586
39634	1	755430913	46.064503	51.570944
47115	1	755494602	46.006537746	51.518876226
38440	1	755725146	45.9753	51.506017
43777	1	755958887	45.984939	51.539562
35937	1	756121560	45.970512	51.586073
48387	1	756280709	46.140949	51.471667
36790	1	756485341	45.9715187974	51.59190499
34042	1	756527683	45.949402	51.582676
29230	1	757050162	46.1080023253	51.4730724146
27692	1	757406825	45.898162	51.47758
38931	1	757605892	46.140393	51.477698
28947	1	757719954	46.082334	51.578355
73846	1	757739417	46.00923	51.514055
29333	1	757999893	45.998486	51.602383
35211	1	758025001	45.978292	51.568834
38148	1	758376833	45.994542	51.537064
56250	1	758381822	45.981903	51.50984
43333	1	758469202	46.0240104577	51.5263254607
33875	1	758480082	45.918751	51.598086
39041	1	758940430	46.069713	51.580465
29498	1	758952499	46.08255	51.577739
55357	1	758981069	45.954343947	51.5029520694
59811	1	758991362	46.0578294233	51.5294061518
37946	1	759520187	45.904899	51.476217
33750	1	759661054	46.019192	51.601269
54411	1	759701700	45.983502	51.537988
53030	1	759748660	45.9535366278	51.5024772131
36666	1	759785073	46.0223672629	51.6037825611
40000	1	759980153	45.98458	51.605146
59223	1	760059082	46.015652	51.525864
35024	1	760065076	45.956175	51.497103
44736	1	760232101	46.1391529441	51.475227279
36442	1	760290409	45.9784887143	51.538131943
37209	1	760319395	45.934588	51.492342
36666	1	760627097	46.154739	51.476155
45454	1	760840740	46.123064	51.472425
32758	1	761055322	46.137123	51.485074
43661	1	761582473	45.980816	51.526794
37962	1	761589901	46.009265	51.570037
44642	1	761630045	46.0189228913	51.5273553512
45121	1	761666185	46.074887	51.576396
39285	1	761874997	46.0433202936	51.5294831305
38235	1	761984239	45.993635	51.535742
48684	1	762181396	45.978066832	51.5243387931
35000	1	762351773	46.005007	51.614112
31818	1	762643030	45.925417	51.488506
46250	1	762742969	45.952878	51.502698
33088	1	763051643	46.012796	51.604782
38947	1	763386858	45.975713	51.505832
34750	1	763433780	46.008439	51.61023
47857	1	763443858	45.973342	51.601023
37500	1	763475167	45.960864	51.58642
68571	1	763547906	46.008466	51.525841
32258	1	763706760	46.167225	51.501179
58139	1	763780697	46.016829	51.536901
42000	1	763848950	46.079397	51.58398
30625	1	763867136	45.994991	51.609738
41975	1	763969748	45.993186	51.514829
38666	1	764090750	45.9396036561	51.5106304638
50925	1	764190889	45.93714	51.497142
61000	1	764211033	46.016829	51.536901
36885	1	764404958	46.127502	51.4843
57547	1	764526069	46.0081344458	51.5272226283
28906	1	764526429	46.124322	51.482213
32812	1	764542787	46.127304	51.475976
35447	1	764712164	46.033843	51.52532
38906	1	764727153	45.997327	51.603099
41746	1	764766241	46.140967	51.47901
44422	1	764884023	46.042575	51.529254
33333	1	765004281	46.0075415107	51.6009896635
35000	1	765040318	46.07875	51.583728
35483	1	765059559	45.923351	51.49657
30000	1	765062827	45.925057	51.599261
52549	1	765219576	46.0043490159	51.6127480778
34666	1	765250773	46.074887	51.576396
44285	1	765349641	45.989368	51.514184
25000	1	765458964	45.945368	51.496901
45986	1	765897388	45.974474	51.566841
39558	1	765952572	45.962634	51.569309
35344	1	766161937	45.948944	51.511309
38297	1	766435262	46.027025	51.528015
43548	1	766455116	46.116875	51.472481
45945	1	766784498	46.125463	51.473339
50806	1	766891769	46.041883	51.538761
46774	1	766921386	46.0315149584	51.5648322889
29629	1	767039648	46.078912	51.445679
49055	1	767154333	46.01603	51.54215
36842	1	767196672	46.109077	51.468907
32368	1	767431597	45.890167	51.482275
29545	1	767488476	45.963442	51.503702
28906	1	767498604	46.167674	51.500175
51630	1	767608893	46.133835	51.476688
70000	1	767939117	46.054738	51.531035
28333	1	768031943	45.89933	51.474786
53787	1	768724627	45.985532	51.529102
50943	1	769038128	46.021608	51.524451
55729	1	769242329	46.024088	51.537854
34782	1	769284643	45.962248	51.511236
34259	1	769332450	46.006082389	51.6003215211
30405	1	769349748	45.97945	51.571062
42105	1	769388483	46.075525	51.57742
33111	1	769453041	45.9251165926	51.488546188
47368	1	769483170	46.135613	51.477995
34795	1	769775658	46.007891	51.603009
37878	1	770366725	45.9311762203	51.49793097
75869	1	770478168	46.002878	51.528178
30882	1	770522605	46.014521	51.575226
38653	1	770619081	46.013416	51.61296
35947	1	770676937	45.974941	51.56744
42439	1	770811762	45.9909465241	51.5111036537
46428	1	770899823	45.954693	51.497888
37621	1	770906480	45.977196	51.506482
27666	1	770909884	45.9564324921	51.495884179
28862	1	770953879	45.913828	51.499267
45000	1	771067618	45.939538	51.500719
38461	1	771341238	45.982648	51.610393
37037	1	771557220	26.046346	53.132568
58292	1	771652255	45.9998325351	51.5340770846
35000	1	771703227	45.900309	51.473771
57777	1	771781028	46.016829	51.536901
42631	1	771860134	45.9738637982	51.5999056385
51470	1	772110559	46.032361	51.544301
46268	1	772140790	45.982109	51.537299
38888	1	772208640	46.073055	51.581523
50769	1	772275092	46.008205	51.544536
57000	1	772580611	46.068267	51.530335
34615	1	772779530	45.937876	51.496536
43714	1	773060446	45.960873	51.513713
42000	1	773083430	46.094641	51.498168
40983	1	773096319	46.0017509387	51.5354564979
58163	1	773169922	45.9857386322	51.5290770141
35000	1	773244627	45.925093	51.506337
59756	1	773246364	45.944865	51.504285
47872	1	773303195	46.004792	51.605129
25438	1	773324113	45.981993	51.587662
29109	1	773568646	46.092819205	51.4992845902
31666	1	773630516	46.171465	51.495841
43417	1	774023038	45.986287	51.511449
39705	1	774061375	45.9745169153	51.5668343136
42187	1	774143027	46.008349	51.521027
33870	1	774569268	45.931633	51.491478
33994	1	775180629	46.001118	51.598343
68382	1	775265325	46.002878	51.528178
37694	1	775283230	46.09368	51.499895
36363	1	775312462	46.141992	51.478259
28906	1	775356599	46.123423	51.475858
26923	1	775470813	46.00233	51.60561
29729	1	775547067	46.007442	51.600481
45000	1	775576073	45.916901	51.489325
33333	1	775710219	45.924455	51.489611
41891	1	775929711	46.070306	51.581803
26666	1	775950695	45.959849	51.51049
59803	1	776059818	46.055205	51.529405
31935	1	776080226	45.916757	51.505428
40609	1	776161858	46.069578	51.574745
42222	1	776328504	46.119309	51.489914
28750	1	776454611	45.8916003571	51.4769965538
41666	1	776535355	46.1269	51.485674
60294	1	776716481	46.004549	51.524726
35937	1	777005076	46.124277	51.482281
41650	1	777501214	45.998153	51.537517
39062	1	777579778	45.941209	51.51081
28448	1	777962273	46.076504	51.409266
38095	1	778048778	45.984714	51.530481
36400	1	778121434	46.13626	51.46967
28260	1	778377980	46.130763	51.480474
32894	1	778748250	46.006301	51.612658
34375	1	778802642	45.968895	51.600643
30769	1	778873758	46.007442	51.600481
42682	1	779020209	46.034158	51.533103
30701	1	779248741	45.9774806653	51.5726092772
33250	1	779268598	45.973333	51.585586
43750	1	779356527	46.139818	51.472021
30681	1	779403995	46.139845	51.488596
32812	1	779486247	46.126783	51.485489
28813	1	779514025	45.913694	51.608329
58823	1	779560981	46.0185981474	51.5403463101
38333	1	779682345	45.994955	51.596078
32000	1	779804044	46.161215	51.477687
77777	1	779812915	45.999528	51.524205
54736	1	779885303	45.958097	51.576838
39423	1	779920445	46.032361	51.544301
67910	1	780213990	46.02301	51.519044
43269	1	780335090	46.155089	51.481529
40000	1	780411953	45.957271	51.579984
45000	1	780425624	46.128696	51.485388
77500	1	780456860	46.027322	51.52945
27631	1	780473104	46.022543	51.602886
33333	1	780592642	45.998531	51.601157
34042	1	780702591	46.034158	51.533103
36538	1	780702896	46.063173	51.53006
29166	1	780899437	46.032361	51.544301
42941	1	781065076	45.974364627	51.5326002979
27564	1	781127485	46.0501100039	51.4135082416
41269	1	781336902	46.133188	51.475998
27884	1	781374061	46.149115	51.479325
33333	1	781397223	46.15914	51.488798
27777	1	781413278	46.123495	51.473266
40000	1	781530022	45.98564	51.508472
61111	1	781556490	46.009679	51.606679
61904	1	781762184	46.126226	51.50253
47619	1	781880116	46.000219	51.601085
38333	1	782180855	46.0087014405	51.5265633097
29047	1	782191933	45.915266	51.503881
26724	1	782229919	46.0420399658	51.4113697397
